CL_FISCAL,Nome,UNIDADE,Estoque,Preco,VAL_TOTAL
30049069,0557183-HERVIRAX 200MG C/25 COMP,UN,5,1033.0,5165.0
30049069,0548734-HERVIRAX 200MG C/30 COMP,UN,4,1117.0,4468.0
30049069,0550108-HERVIRAX 50MG/G CREME 10G,UN,4,580.0,2320.0
30049069,0419138-HETORI 60MG C/7 COMP,UN,2,6089.0,12178.0
30049039,0005723-HEXOMEDINE COLUTORIO 50ML,UN,4,5990.0,23960.0
30049065,0005732-HIDANTAL 100MG C/25 COMP,UN,1,1269.0,1269.0
34013000,0510578-HIDRADERM SAB LIQ 180ML ESFOL.ERVA DO,UN,1,948.0,948.0
30067000,0442882-HIDRAFEMME GEL 24G C/8 APLICADORES,UN,1,6986.0,6986.0
30049099,0546178-HIDRALI 500ML TUTTI FRUTTI,UN,1,886.0,886.0
30039039,0468170-HIDRALYTE 500ML AGUA DE COCO,UN,5,794.0,3970.0
30039039,0468181-HIDRALYTE 500ML LARANJA,UN,10,699.0,6990.0
30039039,0468486-HIDRALYTE 500ML TUTTI FRUTTI,UN,1,735.0,735.0
30039039,0468498-HIDRALYTE 500ML UVA,UN,4,699.0,2796.0
33049990,0568737-HIDRAMAIS HID.260ML ILUMINADOR,UN,3,2165.0,6495.0
33072090,0568749-HIDRAMAIS HID.260ML ILUMINADOR EF.BRO,UN,2,2165.0,4330.0
34012010,0539650-HIDRAMAIS SAB.LIQ 500ML ERVA DOCE,UN,3,1106.0,3318.0
34012010,0539674-HIDRAMAIS SAB.LIQ 500ML LAVANDA,UN,1,1106.0,1106.0
34012010,0462445-HIDRAMAIS SAB.LIQ 500ML MORANGO,UN,2,1106.0,2212.0
34012010,0539686-HIDRAMAIS SAB.LIQ 500ML PERFUME DE BE,UN,2,1106.0,2212.0
30039039,0428039-HIDRAPLEX C/4 ENV AGUA DE COCO,UN,2,1116.0,2232.0
30039039,0461766-HIDRAPLEX C/4 ENV GUARANA,UN,2,1115.0,2230.0
30039039,0404441-HIDRAPLEX C/4 ENV LARANJA,UN,2,1116.0,2232.0
30039039,0461754-HIDRAPLEX C/4 ENV NATURAL,UN,3,1116.0,3348.0
30049076,0200001-HIDRION C/30 COMP,UN,2,3311.0,6622.0
30049099,0274139-HIDROCLOROTIAZIDA MEDLEY 25MG C/30 CO,UN,11,171.0,1881.0
30049099,0294644-HIDROCLOROTIAZIDA MEDLEY 50MG C/20 CO,UN,6,272.0,1632.0
30049099,0279819-HIDROCLOROTIAZIDA NEOQ 25MG C/30 COMP,UN,19,119.0,2261.0
30049099,0339160-HIDROQUINONA EMS 40MG CREME 30G,UN,2,4463.0,8926.0
30049099,0558534-HIDRORAL 500ML LIMAO,UN,1,1019.0,1019.0
30049099,0258870-HIDROXIDO ALUMUNIO EMS 240ML,UN,2,1245.0,2490.0
34012010,0204757-HIGI CALCINHA SABAO 300ML NEUTRO,UN,5,1288.0,6440.0
"34070020,""0319938-HILLO CERA ORTODONTICA 3,0G"",UN,3,707.0,2121.0"
33062000,0324596-HILLO CONDUTOR DENTAL,UN,2,741.0,1482.0
39249000,0327733-HILLO LIMPADOR DE LINGUA,UN,5,683.0,3415.0
30049099,0546704-HILUROPT 15% COLIRIO 10ML,UN,1,3939.0,3939.0
30049099,0569600-HILUROPT CLEAN 80ML,UN,1,5987.0,5987.0
"30049099,""0557281-HILUROPT MAX 0,2% COLIRIO 10ML"",UN,1,4341.0,4341.0"
33049990,0363180-HIPOGLOS AMENDOAS 40G,UN,4,1693.0,6772.0
30049099,0244116-HIPOGLOS AMENDOAS 80G,UN,3,3429.0,10287.0
33049990,0530301-HIPOGLOS ORIGINAL 120G,UN,9,3775.0,33975.0
33049990,0531884-HIPOGLOS ORIGINAL 40G,UN,12,1590.0,19080.0
33049990,0469691-HIPOGLOS TRANSPARENTE 30G,UN,4,1463.0,5852.0
30049099,0005811-HIRUDOID 300MG GEL 40G,UN,2,3494.0,6988.0
30049099,0005812-HIRUDOID 300MG POMADA 40G,UN,1,3463.0,3463.0
30049099,0005813-HIRUDOID 500MG GEL 40G,UN,3,3857.0,11571.0
30049099,0005809-HIRUDOID 500MG POMADA 40G,UN,3,3714.0,11142.0
30049099,0383280-HISTAMIN 10MG CREME 30GR,UN,5,866.0,4330.0
30049099,0005831-HISTAMIN C/20 COMP,UN,117,399.0,46683.0
30049099,0005832-HISTAMIN XPE LIQ 100ML,UN,4,1118.0,4472.0
30049067,0119155-HIXIZINE 25MG C/30,UN,4,5086.0,20344.0
30049067,0114257-HIXIZINE SOL.120ML,UN,1,4954.0,4954.0
30049079,0480284-HOLMES 20MG C/30 COMP,UN,1,3721.0,3721.0
30049079,0480296-HOLMES 40MG C/30 COMP,UN,2,3912.0,7824.0
"30049079,""0467612-HOLMES H 20/12,5MG C/30 COMP"",UN,2,5749.0,11498.0"
"30049079,""0448080-HOLMES H 40/12,5MG C/30 COMP"",UN,1,6546.0,6546.0"
30045060,0287809-HORMOSKIN CREME 15G,UN,1,7795.0,7795.0
96190000,0275454-HUGGIES FR L.SWIMMERS G/XG C/10,UN,7,3682.0,25774.0
96190000,0531994-HUGGIES FR L.SWIMMERS M/G C/10,UN,5,3498.0,17490.0
96190000,0416442-HUGGIES FR SUPREME JUMBO G C/20,UN,3,2963.0,8889.0
96190000,0414998-HUGGIES FR SUPREME JUMBO M C/24,UN,4,2963.0,11852.0
96190000,0414974-HUGGIES FR SUPREME JUMBO XG C/16,UN,10,2963.0,29630.0
96190000,0414412-HUGGIES FR SUPREME JUMBO XXG C/16,UN,7,2807.0,19649.0
34011190,0223214-HUGGIES LENCO UMED CLASSICO C/48,UN,22,944.0,20768.0
34011190,0472540-HUGGIES LENCO UMED ONE E DONE C/48,UN,5,906.0,4530.0
34011190,0424187-HUGGIES LENCO UMED RECEM NASCIDO C/48,UN,18,866.0,15588.0
30049099,0005857-HUMECTOL D C/20 COMP,UN,7,1631.0,11417.0
"21069090,""0324462-HYABAK 0,15% SOL OFT 10ML"",UN,13,6550.0,85150.0"
30067000,0438316-HYALUFEM 24G C/8 APL,UN,1,9638.0,9638.0
30049099,0350230-HYLO GEL 10ML,UN,3,9502.0,28506.0
"30049069,""0005911-HYZAAR 50/12,5MG 30 CPDS"",UN,2,6289.0,12578.0"
30049059,0474642-IBAN 150MG C/1 COMP,UN,1,4771.0,4771.0
30049059,0472881-IBANDRONATO SODIO EURO 150MG C/1 COMP,UN,2,1494.0,2988.0
30049029,0565150-IBUFRAN 400MG C/08 CAPS MOLE,UN,1,585.0,585.0
30049029,0262603-IBUPRIL 300MG C/20 COMP,UN,8,427.0,3416.0
30049029,0399426-IBUPRIL 400MG C/10 CAPS GEL,UN,18,449.0,8082.0
30049029,0282130-IBUPRIL 600MG C/20 COMP,UN,12,400.0,4800.0
30049029,0548123-IBUPRIL CAPS 400MG C/8 CAPS GEL,UN,1,368.0,368.0
30049029,0274592-IBUPROFENO MEDLEY 100MG/ML SUSP 20ML,UN,11,608.0,6688.0
30043999,0293928-ICACORT 30G CREME,UN,2,3535.0,7070.0
30049061,0381763-ICADEN CREME DERM 20G,UN,2,3906.0,7812.0
33043000,0312216-IDEAL AMOL DE CUT 100ML MANT DE KARIT,UN,2,586.0,1172.0
21069090,0522469-IMECAP HAIR CAPS KIT LV 90 PG60,UN,1,3990.0,3990.0
21069090,0458906-IMECAP HAIR MAX C/30 CAPS,UN,1,3237.0,3237.0
33051000,0485000-IMECAP HAIR MAX SH 200ML,UN,1,3847.0,3847.0
33059000,0520085-IMEDIA 2U PRETO UNIVERSAL,UN,2,2272.0,4544.0
33059000,0520097-IMEDIA 3U CASTANHO ESCURO UNIVERSAL,UN,3,2737.0,8211.0
33059000,0520109-IMEDIA 4U CASTANHO UNIVERSAL,UN,2,2367.0,4734.0
33059000,0520110-IMEDIA 5U CASTANHO CLARO UNIVERSAL,UN,4,2737.0,10948.0
33059000,0520122-IMEDIA 6U LOURO ESCURO UNIVERSAL,UN,5,2013.0,10065.0
33059000,0520134-IMEDIA 7U LOURO UNIVERSAL,UN,2,2513.0,5026.0
33059000,0520146-IMEDIA 8U LOURO CLARO UNIVERSAL,UN,6,2013.0,12078.0
33059000,0082641-IMEDIA TRAD 1.0 PRETO,UN,5,2294.0,11470.0
33059000,0082674-IMEDIA TRAD 10 LOURO CLARISSIMO,UN,4,1869.0,7476.0
33059000,0082675-IMEDIA TRAD 10.1 LOURO CLARIS ACINZEN,UN,2,2157.0,4314.0
33059000,0312008-IMEDIA TRAD 2 PRETO CLASSICO,UN,5,2826.0,14130.0
33059000,0082642-IMEDIA TRAD 3.0 CASTANHO ESCURO,UN,3,2396.0,7188.0
33059000,0082643-IMEDIA TRAD 4.0 CASTANHO NATURAL,UN,3,2294.0,6882.0
33059000,0082646-IMEDIA TRAD 5.0 CASTANHO CLARO,UN,6,2294.0,13764.0
33059000,0082648-IMEDIA TRAD 5.3 CASTANHO CLARO DOURAD,UN,3,2280.0,6840.0
33059000,0082651-IMEDIA TRAD 6.0 LOURO ESCURO,UN,4,2254.0,9016.0
33059000,0082652-IMEDIA TRAD 6.1 LOURO ESCURO ACINZENT,UN,4,1869.0,7476.0
33059000,0082655-IMEDIA TRAD 6.41 MARROM,UN,4,2449.0,9796.0
33059000,0241248-IMEDIA TRAD 6.7 CHOCOLATE PURO,UN,2,1779.0,3558.0
33059000,0082657-IMEDIA TRAD 7.0 LOURO NATURA,UN,4,2254.0,9016.0
33059000,0082658-IMEDIA TRAD 7.1 LOURO ACINZENTADO,UN,2,2449.0,4898.0
33059000,0082663-IMEDIA TRAD 8.0 LOURO CLARO,UN,5,2418.0,12090.0
33059000,0082664-IMEDIA TRAD 8.1 LOURO SUECO,UN,9,2449.0,22041.0
33059000,0082668-IMEDIA TRAD 9.0 LOURO MUITO CLARO,UN,5,2479.0,12395.0
30049069,0565307-IMIPRA 25MG C/20 COMP,UN,4,994.0,3976.0
30049062,0005961-IMOSEC C/12 COMP,UN,11,961.0,10571.0
33043000,0545830-IMPALA ESM AME BRILHE GLITTER DIAMANT,UN,1,598.0,598.0
33043000,0545854-IMPALA ESM AME BRILHE GLITTER HOJE PO,UN,8,598.0,4784.0
33043000,0545829-IMPALA ESM AME BRILHE GLITTER NA MIRA,UN,11,597.0,6567.0
33043000,0545940-IMPALA ESM AME BRILHE GLITTER NING.SE,UN,2,598.0,1196.0
33043000,0545976-IMPALA ESM AME BRILHE GLITTER OSTENTE,UN,3,598.0,1794.0
33043000,0532453-IMPALA ESM ANA CASTELA LACADA PERFEIT,UN,3,500.0,1500.0
33043000,0532477-IMPALA ESM ANA CASTELA ROCA ROSA,UN,1,500.0,500.0
33043000,0532490-IMPALA ESM ANA CASTELA SOLTA O AGRONE,UN,2,500.0,1000.0
33043000,0532514-IMPALA ESM ANA CASTELA SOU DO MATO,UN,2,500.0,1000.0
33043000,0532428-IMPALA ESM BAILARINA BALLET CLASSICO,UN,2,398.0,796.0
33043000,0532430-IMPALA ESM BAILARINA COLLANT,UN,3,398.0,1194.0
33043000,0536904-IMPALA ESM BAILARINA PLIE,UN,5,398.0,1990.0
33043000,0520990-IMPALA ESM COR DA MODA ALENTO,UN,4,320.0,1280.0
33043000,0520989-IMPALA ESM COR DA MODA ATRACAO,UN,13,398.0,5174.0
33043000,0521008-IMPALA ESM COR DA MODA BELEZA RARA,UN,9,398.0,3582.0
33043000,0521010-IMPALA ESM COR DA MODA CHAMEGO MEU,UN,8,348.0,2784.0
33043000,0540932-IMPALA ESM COR DA MODA DELICADO,UN,7,348.0,2436.0
33043000,0563852-IMPALA ESM COR DA MODA DEVANEIO,UN,8,348.0,2784.0
33043000,0540956-IMPALA ESM COR DA MODA FASCINACAO,UN,6,348.0,2088.0
33043000,0540968-IMPALA ESM COR DA MODA INTENSO,UN,8,348.0,2784.0
33043000,0572142-IMPALA ESM COR DA MODA PRESENCA,UN,6,398.0,2388.0
33043000,0540970-IMPALA ESM COR DA MODA QUERER,UN,7,348.0,2436.0
33043000,0570735-IMPALA ESM COR DA MODA RELIQUIA,UN,5,348.0,1740.0
33043000,0541012-IMPALA ESM COR DA MODA SEGREDOS,UN,11,348.0,3828.0
33043000,0521045-IMPALA ESM COR DA MODA SEM PRESSA,UN,10,398.0,3980.0
33043000,0549743-IMPALA ESM COR DA MODA SORVETE CEU AZ,UN,9,400.0,3600.0
33043000,0540981-IMPALA ESM COR DA MODA SOSSEGO,UN,9,398.0,3582.0
33043000,0541000-IMPALA ESM COR DA MODA VIVENCIA,UN,9,398.0,3582.0
33043000,0558045-IMPALA ESM CREM NETFLIX SEM SPOILER,UN,4,598.0,2392.0
33043000,0495092-IMPALA ESM CREMOSO ACALANTO,UN,9,348.0,3132.0
33043000,0379510-IMPALA ESM CREMOSO ALLURE,UN,4,348.0,1392.0
33043000,0304128-IMPALA ESM CREMOSO AUDREY,UN,5,348.0,1740.0
33043000,0294730-IMPALA ESM CREMOSO BONECA DE LUXO,UN,11,398.0,4378.0
33043000,0311171-IMPALA ESM CREMOSO BRANCO,UN,8,398.0,3184.0
33043000,0341891-IMPALA ESM CREMOSO CAFE CAFE,UN,11,398.0,4378.0
33043000,0341866-IMPALA ESM CREMOSO COFFEE,UN,9,398.0,3582.0
33043000,0335906-IMPALA ESM CREMOSO CROCHE,UN,3,348.0,1044.0
33043000,0314870-IMPALA ESM CREMOSO DONATA,UN,11,398.0,4378.0
33043000,0492566-IMPALA ESM CREMOSO EQUILIBRIO,UN,11,347.0,3817.0
33043000,0378047-IMPALA ESM CREMOSO JANE,UN,5,348.0,1740.0
33043000,0485304-IMPALA ESM CREMOSO LAGUNA,UN,4,348.0,1392.0
33043000,0314882-IMPALA ESM CREMOSO LE ROSE,UN,6,348.0,2088.0
33043000,0312069-IMPALA ESM CREMOSO LEME,UN,5,298.0,1490.0
33043000,0352027-IMPALA ESM CREMOSO LOLITA,UN,4,348.0,1392.0
33043000,0307412-IMPALA ESM CREMOSO MADONNA,UN,6,348.0,2088.0
33043000,0485316-IMPALA ESM CREMOSO MANTRA,UN,9,398.0,3582.0
33043000,0311122-IMPALA ESM CREMOSO MARIA FLOR,UN,6,320.0,1920.0
33043000,0311158-IMPALA ESM CREMOSO NUDE CLASSICO,UN,6,348.0,2088.0
33043000,0562770-IMPALA ESM CREMOSO POV:ENTREGOU TUDO,UN,11,598.0,6578.0
33043000,0562782-IMPALA ESM CREMOSO POV:FOR YOU PAGE,UN,5,598.0,2990.0
33043000,0562806-IMPALA ESM CREMOSO POV:MEU DUMP,UN,7,598.0,4186.0
33043000,0311012-IMPALA ESM CREMOSO PRAZERES,UN,4,348.0,1392.0
33043000,0485330-IMPALA ESM CREMOSO TERRA MOLHADA,UN,8,398.0,3184.0
33043000,0306490-IMPALA ESM CREMOSO TOMATE,UN,8,348.0,2784.0
33043000,0341854-IMPALA ESM CREMOSO VINHO,UN,6,348.0,2088.0
33043000,0485353-IMPALA ESM CREMOSO XODO,UN,5,348.0,1740.0
33043000,0307400-IMPALA ESM CREMOSO ZÁZ,UN,3,348.0,1044.0
33043000,0489828-IMPALA ESM CUIDADOS ESP BASE DOS SONH,UN,6,598.0,3588.0
33043000,0307448-IMPALA ESM DISCO AZUL PAVAO,UN,2,348.0,696.0
33043000,0314258-IMPALA ESM DISCO PATINS,UN,9,398.0,3582.0
33043000,0560287-IMPALA ESM DISNEY STITCH ALOHA,UN,3,599.0,1797.0
33043000,0560300-IMPALA ESM DISNEY STITCH EXPERIENCIA,UN,7,648.0,4536.0
33043000,0560336-IMPALA ESM DISNEY STITCH OHANA FAMILI,UN,2,648.0,1296.0
33043000,0555067-IMPALA ESM DUO COLOR COMPLICADA PERFE,UN,7,598.0,4186.0
33043000,0555079-IMPALA ESM DUO COLOR DESENROLADA MIST,UN,7,598.0,4186.0
33043000,0555080-IMPALA ESM DUO COLOR EMOCIONADA DESAP,UN,9,598.0,5382.0
33043000,0555092-IMPALA ESM DUO COLOR GLAMUROSA BASIQU,UN,1,598.0,598.0
33043000,0555104-IMPALA ESM DUO COLOR MEIGA SINCERONA,UN,2,598.0,1196.0
33043000,0555116-IMPALA ESM DUO COLOR REALISTA FANFIQU,UN,7,598.0,4186.0
33043000,0555128-IMPALA ESM DUO COLOR TIMIDA BICOITEIR,UN,2,598.0,1196.0
33043000,0555130-IMPALA ESM DUO COLOR TRANQUILA SURTAD,UN,1,598.0,598.0
33043000,0335723-IMPALA ESM GLITTER PRATA,UN,7,596.0,4172.0
33043000,0311050-IMPALA ESM GLITTER SUBLIME,UN,4,500.0,2000.0
33043000,0549413-IMPALA ESM GLOBOPLAY ALUCICRAZY,UN,1,548.0,548.0
33043000,0549474-IMPALA ESM GLOBOPLAY CHIARA TEM TUDO,UN,3,548.0,1644.0
33043000,0549462-IMPALA ESM GLOBOPLAY RAINHA DO NILO,UN,1,548.0,548.0
33043000,0549486-IMPALA ESM GLOBOPLAY TO COM REIVA,UN,1,548.0,548.0
33043000,0522971-IMPALA ESM JU PAES METAL CONFIANTE&IM,UN,4,598.0,2392.0
33043000,0522995-IMPALA ESM JU PAES METAL PIL.A SUA JO,UN,3,598.0,1794.0
33043000,0523026-IMPALA ESM JU PAES METAL VEM DE CARON,UN,3,500.0,1500.0
33043000,0341830-IMPALA ESM PEROLADO AMANTE,UN,4,348.0,1392.0
33043000,0339795-IMPALA ESM PEROLADO AMOR,UN,8,297.0,2376.0
33043000,0363790-IMPALA ESM PEROLADO AMORE,UN,3,348.0,1044.0
33043000,0336903-IMPALA ESM PEROLADO DENGO,UN,2,348.0,696.0
33043000,0303266-IMPALA ESM PEROLADO LUA,UN,5,348.0,1740.0
33043000,0354230-IMPALA ESM PEROLADO LUNA,UN,8,348.0,2784.0
33043000,0352039-IMPALA ESM PEROLADO NENEM,UN,4,348.0,1392.0
33043000,0558082-IMPALA ESM PEROLADO NETFLIX NOVA TEMP,UN,2,598.0,1196.0
33043000,0562820-IMPALA ESM PEROLADO POV:CLEAN GIRL,UN,4,598.0,2392.0
33043000,0335918-IMPALA ESM PEROLADO SONHO,UN,5,348.0,1740.0
33043000,0521106-IMPALA ESM RECONECT COMPARTILHAR PREG,UN,7,348.0,2436.0
33043000,0299030-IMPALA ESM SUAVE COB CIGANA,UN,8,348.0,2784.0
33043000,0570979-IMPALA ESM TOP COAT FINISH BLINDAGEM,UN,5,889.0,4445.0
33043000,0570980-IMPALA ESM TOP COAT FINISH BRILHO ABS,UN,10,890.0,8900.0
33043000,0570992-IMPALA ESM TOP COAT FINISH ULTRA SECA,UN,10,889.0,8890.0
33043000,0562867-IMPALA ESM TOP COAT POV:ZEREI TREND,UN,4,598.0,2392.0
33043000,0311097-IMPALA ESM TRANSP LUAR,UN,8,348.0,2784.0
33043000,0307399-IMPALA ESM TRANSP TOP BLANC,UN,9,398.0,3582.0
33043000,0311219-IMPALA ESM TRANSP TOP POP,UN,1,348.0,348.0
33043000,0545988-IMPALA ESM TRAT BASE EXTRA FOSCA,UN,5,598.0,2990.0
33043000,0327550-IMPALA ESM TRAT BASE FORTALECEDORA,UN,4,348.0,1392.0
33043000,0361075-IMPALA ESM TRAT BASE NIVELADORA,UN,5,598.0,2990.0
33043000,0304153-IMPALA ESM TRAT BASE PARA UNHAS FRACA,UN,9,348.0,3132.0
33043000,0298838-IMPALA ESM TRAT BASE SEDA,UN,4,348.0,1392.0
33043000,0298840-IMPALA ESM TRAT BASE VITAMINADA,UN,4,348.0,1392.0
33043000,0304189-IMPALA ESM TRAT INCOLOR,UN,6,348.0,2088.0
33043000,0311207-IMPALA ESM TRAT OLEO SECANTE,UN,3,348.0,1044.0
33043000,0311195-IMPALA ESM TRAT SUPER BRILHO,UN,14,398.0,5572.0
33043000,0335784-IMPALA ESM TRAT VERNIZ EXTRA BRILHO,UN,13,598.0,7774.0
30049069,0521228-IMPERE 10MG C/30 COMP,UN,1,15340.0,15340.0
30049069,0505163-IMPERE 5MG C/30 COMP,UN,2,12613.0,25226.0
21069030,0510090-IMUNOCRAN C/30 CAPS,UN,3,8755.0,26265.0
30049099,0565931-IMUNOFLAN XPE 307MG 120ML,UN,1,11340.0,11340.0
39139090,0508018-IMUNOGLUCAN DS C/30 COMP,UN,1,7799.0,7799.0
29362990,0508020-IMUNOGLUCAN DS SUSP 150ML,UN,1,5809.0,5809.0
30049066,0142385-IMURAN 50MG C/50 COMP,UN,1,19798.0,19798.0
30049066,0565173-IMUSSUPREX 50MG C/50 COMP,UN,1,14363.0,14363.0
"30049079,""0399255-INDAPAMIDA EURO 1,5MG C/30 COMP"",UN,8,676.0,5408.0"
"30049079,""0555202-INDAPAMIDA TORRENT 1,5MG C/30 COMP"",UN,3,490.0,1470.0"
"30049079,""0181713-INDAPEN SR 1,5MG C/30 COMP"",UN,2,3116.0,6232.0"
30049069,0416210-INDOCID 50MG C/30 CAPS,UN,1,4010.0,4010.0
30049069,0569587-INDOSSO 150MG C/1 COMP,UN,1,6466.0,6466.0
30049039,0218715-INDUX 50MG C/10 COMP,UN,2,6406.0,12812.0
21069030,0461791-INELLATE ZERO ACUCAR C/30 COMP,UN,1,6828.0,6828.0
30049045,0431535-INFRALAX EMS C/30 COMP,UN,8,825.0,6600.0
30049069,0500754-INILOK 40MG C/30 COMP,UN,1,6078.0,6078.0
30049069,0528853-INSERIS XR 150MG C/10 COMP,UN,2,5161.0,10322.0
30049039,0570454-INSIT 100MG C/30 COMP,UN,1,13193.0,13193.0
30049039,0546459-INSIT 25MG C/30 COMP,UN,2,2686.0,5372.0
30049039,0505200-INSIT 50MG C/30 COMP,UN,2,7123.0,14246.0
30049039,0505151-INSIT 75MG C/30 COMP,UN,2,4965.0,9930.0
30043999,0525508-INSPRA 25MG C/30 COMP,VD,2,5189.0,10378.0
96190000,0334091-INTIMUS GEL NOR SUAVE C/ABAS 32UN,UN,8,1290.0,10320.0
96190000,0330960-INTIMUS GEL NOR SUAVE C/ABAS L16 P14,UN,22,647.0,14234.0
96190000,0175313-INTIMUS GEL NOTUR SUAVE C/ABAS C/08,UN,11,596.0,6556.0
96190000,0420457-INTIMUS GEL NOTUR SUAVE C/ABAS C/16,UN,22,1013.0,22286.0
96190000,0470350-INTIMUS GEL NOTUR SUAVE C/ABAS C/30 U,UN,13,1773.0,23049.0
96190000,0176030-INTIMUS GEL TRIPLA PROT SUAVE C/AB C/,UN,31,357.0,11067.0
96190000,0176028-INTIMUS GEL TRIPLA PROT SUAVE S/AB C/,UN,15,357.0,5355.0
96190000,0288490-INTIMUS INTERNO MEDIO C/16,UN,7,1551.0,10857.0
96190000,0427972-INTIMUS INTERNO MEDIO C/8 SPORT,UN,5,1378.0,6890.0
96190000,0288501-INTIMUS INTERNO SUPER C/16,UN,10,1551.0,15510.0
34011190,0226913-INTIMUS LENCOS UMEDECIDOS C/16,UN,9,697.0,6273.0
30049069,0489009-INZELM 10MG C/30 COMP,UN,3,18549.0,55647.0
30049069,0492250-INZELM 20MG C/30 COMP,UN,2,21723.0,43446.0
30049039,0480968-IRRITRATIL 200MG C/30 CAPS GEL,UN,1,7240.0,7240.0
30049019,0014151-IRUXOL MONO POM DERM 30G,UN,1,8876.0,8876.0
33049990,0566952-ISDIN ACNIBEN SPRAY CORPORAL 150ML,UN,1,8957.0,8957.0
33049990,0563558-ISDIN EXTREM CREAM FPS90 50ML FOTOPRO,UN,2,8390.0,16780.0
33049990,0563560-ISDIN EXTREM STICK FPS50 10G FOTOPROT,UN,3,6862.0,20586.0
33049990,0566110-ISDIN FUSION FPS30 WATER 50ML GLOW,UN,3,7829.0,23487.0
33049990,0562672-ISDIN FUSION FPS50 WATER 50ML COR CLA,UN,1,7829.0,7829.0
33049990,0480602-ISDIN FUSION FPS60 WATER 50ML,UN,4,7829.0,31316.0
33049910,0566108-ISDIN KIT FUSION WATER + MICELAR 400M,UN,2,9020.0,18040.0
33049990,0564237-ISDIN LAB.REPAR STICK 4G ACIDO HIALUR,UN,2,3263.0,6526.0
33049990,0564213-ISDIN LAB.REPAR STICK 4G PINK,UN,1,4110.0,4110.0
33049990,0564225-ISDIN LAB.REPAR STICK 4G RED,UN,2,4110.0,8220.0
33049990,0564201-ISDIN LAB.REPAR STICK 4G UVA,UN,1,4669.0,4669.0
33049990,0568493-ISDIN PEDIATRIC FPS50 GEL 250G,UN,1,9104.0,9104.0
30049059,0006225-ISORDIL ORAL 10MG C/30 COMP,UN,1,1115.0,1115.0
30049059,0006228-ISORDIL SUBLINGUAL 5MG C/30 COMP,UN,1,1166.0,1166.0
30045090,0566499-ISOTRETINOINA EURO 20MG C/30 COMP,UN,2,4667.0,9334.0
30049079,0425710-ITRACONAZOL EURO 100MG C/15 CAPS,UN,4,2943.0,11772.0
30049079,0408770-ITRACONAZOL EURO 100MG C/4 CAPS,UN,4,947.0,3788.0
30049079,0176639-ITRASPOR 100MG C/04 CAPS,UN,1,3196.0,3196.0
"30066000,""0434232-IUMI 3MG+0,2MG C/30COMP"",UN,3,5830.0,17490.0"
30066000,0281145-IUMI C/24 COMP,UN,3,6029.0,18087.0
30049059,0290780-IVERMECTINA NEOQ 6MG C/4 COMP,UN,42,213.0,8946.0
30049059,0424847-IVERNEO 6MG C/4 COMP,UN,12,266.0,3192.0
30049077,0551753-IZONAX CREME 20MG/G 30G,UN,3,793.0,2379.0
30049049,0249063-JANUMET 50/1000MG C/56 COMP REV,UN,1,25286.0,25286.0
30049069,0222388-JANUVIA 100MG C/28 COMP REV,UN,2,13965.0,27930.0
30049069,0249100-JANUVIA 50MG C/28 COMP REV,UN,2,13475.0,26950.0
30049059,0434659-JARDIANCE 10MG C/30 COMP,UN,2,25212.0,50424.0
30049059,0429611-JARDIANCE 25MG C/30 COMP,UN,4,25212.0,100848.0
"30049059,""0567936-JARDIANCE DUO 12,5+850MG C/60 COMP"",UN,1,22546.0,22546.0"
33059000,0512987-JJ BABY COND 380ML BLACKINHO PODEROSO,UN,1,2797.0,2797.0
33059000,0276463-JJ BABY COND 400ML ORIGINAL,UN,2,2404.0,4808.0
33059000,0197701-JJ BABY COND.200ML CABELOS CACHEADOS,UN,3,1570.0,4710.0
33059000,0081373-JJ BABY COND.200ML CAMOMILA,UN,2,1801.0,3602.0
33059000,0316020-JJ BABY COND.200ML CHEIRINHO PROLONGA,UN,3,1720.0,5160.0
33059000,0368810-JJ BABY COND.200ML GOTAS DE BRILHO,UN,2,1801.0,3602.0
33059000,0081372-JJ BABY COND.200ML ORIGINAL,UN,3,1801.0,5403.0
33059000,0520770-JJ BABY CR.PENTEAR 200ML BLACKINHO PO,UN,2,2917.0,5834.0
33059000,0443170-JJ BABY CR.PENTEAR 200ML CACHOS SONHO,UN,2,2887.0,5774.0
33049990,0248885-JJ BABY HID.200ML HORA DO SONO,UN,1,2638.0,2638.0
33049990,0290670-JJ BABY HID.200ML ROSA,UN,2,2601.0,5202.0
33030020,0083004-JJ BABY LAVANDA TRAD 200ML,UN,4,2634.0,10536.0
34011190,0361869-JJ BABY LENCO UMED EXTRA CUIDADO 48UN,UN,5,1525.0,7625.0
34011900,0361870-JJ BABY LENCO UMED HORA SONO 48UN,UN,4,1377.0,5508.0
34011190,0361882-JJ BABY LENCO UMED RECEM NASC 48UN,UN,5,1556.0,7780.0
33049990,0238107-JJ BABY OLEO COM AMENDOAS 200ML,UN,2,4287.0,8574.0
33049990,0216049-JJ BABY OLEO HORA DO SONO 200ML,UN,3,4658.0,13974.0
33049990,0238095-JJ BABY OLEO PURO 200ML,UN,4,4561.0,18244.0
34011190,0085437-JJ BABY SAB.80G BABY ORIGINAL,UN,7,426.0,2982.0
34011190,0112496-JJ BABY SAB.80G GLICERINADO,UN,3,458.0,1374.0
34013000,0127660-JJ BABY SAB.LIQ.200ML GLICERINADO,UN,3,1508.0,4524.0
